Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1365115811,Y6K52H,NJ,PAS,1/4/13,16,SUBN,MAZDA,P,36430,24690,10610,0,32,32,32,948899,32,0,0745P,,NY,F,120,W 133 ST,,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1365377672,GKJ4721,NY,PAS,1/4/13,46,SUBN,FORD,X,24730,69230,63030,20151101,88,88,88,952803,88,0,0954A,,K,F,137,CARLTON AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,0,,,,,
1365146996,D39DFF,NJ,PAS,1/4/13,40,SDN,MAZDA,P,0,40404,40404,0,50,50,50,951632,50,0,0900A,,BX,O,66,VANCOURTLAND PARK SO,,0,408,E2,,YYYYYYY,0:00,0:00,GRY,0,0,-,8,,,,,
1364809590,GBE5705,NY,PAS,1/4/13,71,SDN,KIA,P,0,40404,40404,20141008,67,67,164,954238,164,0,0740P,,K,,175,E 53ND STREET,,0,408,F2,,YYYYYYY,0:00,0:00,RED,0,2001,-,0,,,,,
1364401976,GDP2426,NY,PAS,1/4/13,71,SUBN,KIA,P,19230,41930,18630,20141029,77,77,165,953538,165,0,0918P,,K,F,1000-7,BERGAN ST,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1364355838,T614395C,NY,SRF,1/4/13,98,SDN,TOYOT,P,35130,19630,13830,20140131,66,66,66,946402,66,0,0240P,,K,F,293,E 8 ST,,0,408,D1,,BBBBBBB,ALL,ALL,BLK,0,2012,-,0,,,,,
1364347696,59920BA,NY,OMR,1/4/13,40,BR,FRUEH,P,0,0,0,20140228,66,66,66,948638,66,0,0122P,,K,,,N/S 21ST AVE,S/O 53 ST,0,408,C,,BBBBBBB,ALL,ALL,YELLO,0,0,-,0,,,,,
1364402701,GEA3019,NY,PAS,1/4/13,71,SDN,NISSA,P,80330,73430,23530,20141225,77,77,77,951179,77,0,1002A,,K,,1574,ST JOHNS PL,,0,408,D,,YYYYYYY,0:00,0:00,BLK,0,2010,-,0,,,,,
1364310594,GKB3079,NY,PAS,1/4/13,14,SUBN,NISSA,P,0,40404,40404,20150818,112,112,112,945425,112,0,1051P,,Q,F,109-10,GREENS BLVD,,0,408,E5,,YYYYYYY,ALL,0:00,WHITE,0,2013,-,0,,,,,
1362639965,DJF5821,NY,PAS,1/4/13,40,SDN,NISSA,P,33820,79050,62620,20150829,45,45,45,936976,45,0,0948A,,BX,O,2435,FRISBY AVE,,0,408,J6,,YYYYYYY,0:00,0:00,RED,0,2005,-,0,,,,,
1363050620,GJK4224,NY,PAS,1/4/13,71,SDN,NISSA,P,29320,32420,7720,20150805,49,49,0,940219,0,0,0825A,0825A,BX,F,1454,E GUN HILL RD,,0,408,E2,,YYYYYYY,0:00,0:00,BLK,0,1996,-,0,,,,,
1362969760,JBV5791,PA,PAS,1/4/13,50,SUBN,JEEP,P,41730,67530,35730,0,70,70,70,921700,70,0,1044P,,K,F,2015,FOSTER AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1362967701,5205442,CA,PAS,1/4/13,46,P-U,FORD,P,0,40404,40404,0,70,70,70,950173,70,0,0649P,,K,F,1017,FORSTER AVE,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1362944324,GKY3501,NY,PAS,1/4/13,46,SDN,NISSA,P,64290,7540,7790,20151208,114,114,114,950859,114,0,0404A,,Q,O,28-61,STEINWAY ST,,0,408,F1,,YYYYYYY,0:00,0:00,MR,0,2005,-,0,,,,,
1362919330,JJV6187,PA,PAS,1/4/13,20,SDN,FORD,P,0,0,0,20140831,66,66,66,952220,66,0,0606A,,K,F,,C/O 12 AVE,DAHILL RD,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1363001966,YEH445,NJ,PAS,1/4/13,61,SUBN,ME/BE,P,20390,13810,16310,0,7,7,7,949729,7,0,0833P,,NY,,,R/O 75 ESSEX ST,,0,408,F1,,YYYYYYY,0:00,0:00,BLK,0,0,-,0,,,,,
1363001954,FHB3790,NY,PAS,1/4/13,61,SUBN,CHEVR,P,20390,13810,16310,20141005,7,7,7,949729,7,0,0832P,,NY,F,,R/O 75 ESSEX ST,,0,408,M1,,YYYYYYY,0:00,0:00,BLK,0,2009,-,0,,,,,
1362194256,GBB9868,NY,PAS,1/4/13,31,SDN,HONDA,P,0,40404,40404,20140826,100,100,100,933612,100,0,0650P,,Q,F,7002,ROCK RD BLVD,,0,408,F1,,YYYYYYY,0:00,0:00,,0,0,-,0,,,,,
1362228011,GDV9513,NY,PAS,1/4/13,40,SDN,INFIN,P,47030,40030,25330,20150212,83,83,83,951935,83,0,0110A,,K,F,1113,HANCOCK ST,,0,408,E2,,YYYYYYY,0:00,0:00,GY,0,2008,-,0,,,,,
1362441764,T603072C,NY,SRF,1/4/13,71,SUBN,FORD,P,64390,68490,41290,20140930,104,104,104,951789,104,0,0309P,,Q,F,1672,STEPHEN ST,,0,408,J6,,YYYYYYY,0:00,0:00,GREY,0,2007,-,0,,,,,
1362438224,GDE7972,NY,PAS,1/4/13,98,SDN,FORD,P,14990,12855,38690,20141205,104,104,104,948833,104,0,0840A,,,F,7034,71 PLACE,,0,408,J6,,YYYYYYY,0:00,0:00,BEIGE,0,2001,-,0,,,,,
1362438212,MACYANYA,NY,OMT,1/4/13,40,SDN,AUDI,P,11640,12740,13490,20140412,104,104,104,948833,104,0,0100P,,Q,F,61-25,56 AVE,,0,408,F2,,YYYYYYY,0:00,0:00,SILVR,0,2014,-,0,,,,,
1362393897,GFW7188,NY,PAS,1/4/13,71,SUBN,CHEVR,P,13940,38690,56490,20150821,104,104,104,951067,104,0,0200A,,Q,O,7141,66 STR,,0,408,J6,,YYYYYYY,0:00,0:00,GRAY,0,2006,-,0,,,,,
1362298116,GJB9823,NY,PAS,1/4/13,40,FOUR,INFIN,P,54930,12130,86030,20151015,71,71,71,949989,71,0,1015P,,K,F,706,LEFFERTS AVE,,0,408,J2,,YYYYYYY,0:00,0:00,BLK,0,2006,-,0,,,,,
1362284830,FPC5758,NY,PAS,1/4/13,19,SDN,HONDA,P,0,40404,40404,20150825,71,71,71,951149,71,0,0711P,,K,F,505,ROGERS,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1362278221,GJB9823,NY,PAS,1/4/13,74,FOUR,INFIN,P,54930,12130,86030,20151015,71,71,71,949989,71,0,1017P,,K,F,706,LEFFERTS AVE,,0,408,E2,,YYYYYYY,0:00,0:00,BLK,0,2006,-,0,,,,,
1362276029,GEN9483,NY,PAS,1/4/13,46,SDN,LINCO,P,30930,67030,64830,20150407,71,71,164,954057,164,0,0125P,,K,O,290,CROWN ST,,0,408,F1,,BBBBBBB,ALL,ALL,TAN,0,1998,-,0,,,,,
1361735272,GDV5172,NY,PAS,1/4/13,71,SUBN,NISSA,P,58590,7250,7340,20141231,109,109,109,948068,109,0,0120A,,Q,O,25-61,PARSONS,,0,408,J6,,YYYYYYY,0:00,0:00,WHT,0,2012,-,0,,,,,
1360992145,AP964N,NJ,PAS,1/4/13,46,DELV,MERCU,P,10210,17710,17730,0,17,17,17,944343,17,0,0832A,,NY,F,544,3RD AVE,,0,408,C4,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1361422038,H42CRV,NJ,PAS,1/4/13,46,SDN,HONDA,P,0,40404,40404,0,60,60,60,930302,60,0,0855P,,K,F,1045,BRIGHTON BECAH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,SIL,0,0,-,0,,,,,
1361427619,8429MA,NY,COM,1/4/13,78,VAN,FORD,P,0,40404,40404,20150630,60,60,60,920249,60,0,0408A,,NY,F,646,BRUNER AVE,,0,408,C3,,BBBBBBB,0900P,0800A,WHT,0,2011,-,0,,,,,
1361035973,XZZ3190,VA,PAS,1/4/13,98,SUBN,HONDA,P,23230,19530,18630,20140831,90,90,90,946538,90,0,0220P,,K,F,91,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,
1360095305,33111MA,NY,COM,1/4/13,20,VAN,FORD,X,23130,24390,16150,0,8,8,5,948752,5,0,0840A,,NY,F,25,HOWARD ST,,0,408,E1,,BBBBBBB,0800A,0600P,WHITE,0,2010,-,0,,,,,
1359735070,GHG4855,NY,PAS,1/4/13,46,SUBN,JEEP,P,9140,10940,11040,20150623,108,108,108,935787,108,0,0646P,,NY,F,5102,39 AVE,,0,408,F1,,YBBBBBB,0:00,0:00,GY,0,2010,-,0,,,,,
1360233696,WSY1696,VA,PAS,1/4/13,40,SUBN,FORD,P,10530,7230,17330,0,62,62,62,951577,62,0,1132A,,K,O,2112,79 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1360201087,GLL6408,NY,PAS,1/4/13,71,SDN,HONDA,P,24040,16810,47390,20151111,107,107,107,953406,107,0,0500P,,Q,F,8268,160 ST,,0,408,J6,,YYYYYYY,0:00,0:00,RD,0,2008,-,0,,,,,
1360194137,GGA5372,NY,PAS,1/4/13,98,SDN,MERCU,P,24140,14890,15140,20140104,107,107,107,947582,107,0,0848A,,Q,F,71-45,162 ST,,0,408,J6,,YYYYYYY,0:00,0:00,BK,0,2008,-,0,,,,,
1360108099,GBE5807,NY,PAS,1/4/13,27,SDN,,P,0,0,0,20150602,5,5,5,944733,5,0,0855A,,NY,,,50 FEET FROM,I/O MARKET,0,408,J2,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1359688493,GLP2800,NY,PAS,1/4/13,40,SDN,NISSA,P,0,0,0,20151122,101,101,171,952760,171,0,0725P,,Q,,,I/O BCD,B 56 ST,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2009,-,9,,,,,
1359394590,GFM7577,NY,PAS,1/4/13,46,SUBN,ME/BE,P,76950,59720,55720,20150611,43,43,43,947701,43,0,0740P,,BX,F,2023,WESTCHESTER AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1359101718,5B39J,NY,PAS,1/4/13,46,SUBN,FORD,P,51090,22140,55690,20140831,102,102,102,937545,102,0,0355P,,Q,F,134-04,JAMAICA AV,,0,408,F2,,YYYYYYY,0:00,0:00,YELLO,0,2008,-,0,,,,,
1358999132,91767MB,NY,999,1/4/13,46,VAN,FORD,P,34350,10610,10810,20151130,14,14,14,948936,14,0,0435P,,NY,O,227,W 29 ST,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1358613096,739XQM,FL,PAS,1/4/13,20,SUBN,BMW,P,37626,10910,11010,0,34,34,34,934318,34,0,1237A,,NY,O,400,W 202 ST,,0,408,J3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1358707560,GCF6256,NY,PAS,1/4/13,71,SDN,TOYOT,P,55820,28710,28740,20140904,47,47,47,951069,47,0,0925A,,BX,F,4291,ONEIDA AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0,2001,-,0,,,,,
1358704727,L97CVJ,NM,PAS,1/4/13,46,SDN,HYUND,P,28620,77150,17320,0,47,47,47,949614,47,0,1213A,,BX,F,719,E 233 ST,,0,408,I4,,YYYYYYY,0:00,0:00,BLACK,0,0,-,0,,,,,
1358888826,GEA7248,NY,PAS,1/4/13,71,SDN,VOLKS,P,26590,14210,36030,20150102,26,26,26,950661,26,0,0155A,,NY,F,16,MORNINGSIDE DR,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1358697152,FZX5633,NY,PAS,1/4/13,40,SDN,NISSA,P,0,0,0,0,47,47,47,946515,47,0,0618P,,BX,,,N/W EDEN WALD AVE,C/O GRACE AVE,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
1358866170,JHV6305,PA,PAS,1/4/13,17,SDN,SUBAR,P,35430,14510,15710,0,20,20,20,940517,20,0,1245P,,NY,F,73,WEST 83 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1358569149,T630789C,NY,SRF,1/4/13,46,SDN,TOYOT,P,10810,36470,36490,20140430,,0,162,954065,162,0,1055P,,NY,F,2544,8TH AVE,,0,408,F1,,YYYYYYY,0:00,0:00,BLACK,0,2010,-,0,,,,,
1358262688,GCA5368,NY,PAS,1/4/13,71,SUBN,FORD,P,0,40404,40404,20140427,101,101,101,950320,101,0,0405P,,Q,F,1826,CARNEY AVE,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,
1357555090,GJN1594,NY,PAS,1/4/13,19,SDN,MITSU,P,63290,22190,22280,20151010,105,105,105,949600,105,0,1003P,,Q,F,135-31,SPRINGFIELD BLVD,,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0,1999,-,0,,,,,
1355871268,BMT9937,NY,PAS,1/4/13,40,SDN,BMW,P,40320,9620,72920,20140628,49,49,49,952792,49,0,0348A,,BX,F,2323,HOLLAND AVE,,0,408,J6,,YYYYYYY,0:00,0:00,WHITE,0,2004,-,0,,,,,
1356725739,T608113C,NY,SRF,1/4/13,14,SDN,LINCO,P,0,0,0,20140430,103,103,103,937712,103,0,0950P,,Q,F,91-16,SUPTHIN BLVD,,0,408,J6,,YYYYYYY,0:00,0:00,BLK,0,2005,-,0,,,,,
1356247910,GLK2089,NY,PAS,1/4/13,71,VAN,HONDA,P,0,0,0,20151229,63,63,63,948674,63,0,0440P,,K,,,C/O EAST 66,AVE T,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0,2006,-,0,,,,,
1354381221,61672MD,NY,COM,1/4/13,78,SUBN,CHEVR,P,19840,57790,8440,20150930,115,115,170,936740,170,0,1228A,,Q,F,33-42,105 ST,,0,408,D,,YYYYYYY,0:00,0:00,WH,0,2006,-,0,,,,,
1347701497,GAR7665,NY,PAS,1/4/13,71,SUBN,FORD,P,26390,40404,40404,20141114,29,29,160,953067,160,0,0810P,,K,O,224,MONROE ST,,0,408,J2,,BBBBBBB,ALL,ALL,BK,0,2001,-,0,,,,,
1360521860,17018BB,NY,SRF,1/4/13,20,VAN,FORD,P,67880,32320,11410,20140228,50,50,50,940487,50,0,1153P,,BX,O,110,TERRACE VIEW AVE,,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1341879392,918MM9,MA,PAS,1/4/13,21,SDN,BUICK,S,15020,28650,28710,0,47,47,0,541098,BX12,0,0741A,,BX,O,4260,BRONX BLV,,0,408,D1,,YYYYYYB,0730A,0800A,SILVE,0,0,-,0,,,,,
1340979160,45910LA,NY,PAS,1/4/13,14,VAN,FORD,X,0,40404,40404,20140228,113,113,642,44935,642,0,0430P,0430P,Q,F,,TERMINAL 1 JFK  ARRI,,20131104,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2009,-,0,,,,,
1359104227,DL3742,TN,PAS,1/5/13,91,SUBN,CHEVR,P,0,0,0,0,102,102,102,945064,102,0,0102P,,,,,C/O 90 ST,ATLANTIC AVE,0,408,N1,,BBBBBBB,0:00,0:00,WHITE,0,0,-,0,,,,,
1364774940,CTP9484,NY,PAS,1/5/13,70,SDN,HONDA,P,26490,8990,9140,20131225,111,111,111,193612,111,0,0934A,,Q,,38-64,213 ST,,0,408,J6,,YYYYYYY,0:00,0:00,BLUE,0,2004,-,0,,,,,
1365436317,FEH8351,NY,PAS,1/5/13,21,SDN,HONDA,P,7440,6240,6740,20140822,114,114,114,937496,114,0,0816P,,Q,F,1829,27 AVE,,0,408,J6,,BBBBBBB,0  :P,0  :A,GRY,0,2010,-,0,,,,,
1360875943,FXK6358,NY,PAS,1/5/13,71,SUBN,FORD,P,0,0,0,20140520,103,103,103,950493,103,0,0242P,,Q,,,C/O SOUTH RD,159 ST,0,408,J6,,YYYYYYY,0:00,0:00,RED,0,1998,-,0,,,,,
1361716976,CRJ7418,NY,PAS,1/5/13,71,SDN,TOYOT,P,23530,12240,50290,20140822,109,109,109,942999,109,0,0602A,,Q,O,59-47,154 PL,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0,2001,-,0,,,,,
1361716964,23601JY,MA,COM,1/5/13,78,TRLR,FORD,P,0,23290,0,20140731,109,109,109,942999,109,0,0209A,,Q,O,,10FT C/O 17RD,150ST,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,
1362673304,FSX7815,NY,PAS,1/5/13,19,SDN,AUDI,P,77730,31830,19230,20151122,84,84,84,948622,84,0,0206P,0200P,K,F,147,SMITH ST,,0,408,J6,,BBBBBBB,ALL,ALL,SILVE,0,2012,-,0,,,,,
1361139638,DLH8688,NY,PAS,1/5/13,40,SDN,NISSA,P,17990,22190,27590,20151019,106,106,106,934727,106,0,1043A,,Q,F,137-08,88 ST,,0,408,M1,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
1365663255,24862JV,NY,COM,1/5/13,34,P-U,TOYOT,P,36470,13610,29690,20140228,30,30,30,935928,30,0,0940A,,NY,F,602,W 135 ST,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
1362995630,ARA9125,NY,PAS,1/5/13,71,SDN,HONDA,P,67530,40230,44430,0,70,70,70,947969,70,0,1245P,,K,F,1170,OCEAN AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GREEN,0,2001,-,0,,,,,
1362645291,DZC3758,NY,PAS,1/5/13,99,SUBN,FORD,P,20420,30120,35620,20150509,45,45,45,952996,45,0,0436P,,BX,F,2914,CODDINGTON,,0,408,N5,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,
1362645242,DZC9758,NY,PAS,1/5/13,95,SUBN,FORD,P,0,40404,40404,20150509,45,45,45,952996,45,0,0436P,,BX,F,2914,CODDING AVE,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,
1365607628,FCH3414,NY,PAS,1/5/13,70,SUBN,LEXUS,P,0,0,0,20140719,70,70,70,931462,70,0,0138P,,K,,,S/E E 23,FALLAGULK RD,0,408,J3,,BBBBBBB,ALL,ALL,GRY,0,2008,-,0,,,,,
1365562827,30456MC,NY,COM,1/5/13,19,DELV,FORD,P,34870,10410,10510,20140331,18,18,18,925657,18,0,1028A,,NY,F,24,W 55TH ST,,0,408,C3,,BBBBBBB,ALL,0  :A,,0,0,-,0,,,,,
1361031955,DVF3545,NY,PAS,1/5/13,71,SDN,TOYOT,X,0,40404,40404,20141110,90,90,96,931391,96,0,0420P,,K,F,,BOERMAN,,0,408,J3,,BBBBBBB,ALL,ALL,GRAY,0,2004,-,0,,,,,
1364774999,DJY2293,NY,PAS,1/5/13,70,SDN,NISSA,P,10590,45890,25940,20131211,111,111,111,936124,111,0,1213P,,Q,,200-03,48 AVE,,0,408,J6,,YYYYYYY,0:00,0:00,GRAY,0,2005,-,0,,,,,
1359116771,FTG3065,NY,PAS,1/5/13,71,SDN,ACURA,P,0,0,0,20151019,106,106,106,949048,106,0,0340A,,Q,,,S/E C/O 124 ST,LINDEN BLVD,0,408,D4,,YYYYYYY,0:00,0:00,BLACK,0,2005,-,0,,,,,
1295553120,19343LV,NY,PAS,1/5/13,14,VAN,FORD,P,0,0,0,20141130,103,103,171,954251,171,0,0556A,,Q,,,C/O 158TH,ARCHER AVE,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0,2006,-,0,,,,,
1345665726,DEH8953,NY,PAS,1/5/13,24,SUBN,FORD,P,34130,10910,11010,20150417,10,10,804,947647,804,0,0935P,,NY,F,420,W 18 STREET,,0,408,D5,,BBBBBBB,ALL,ALL,BROWN,0,2002,-,0,,,,,
1359097363,BLANKPLATE,99,999,1/5/13,40,SUBN,HONDA,P,21040,41120,0,0,102,102,102,940246,102,0,1102P,,Q,F,,117 ST,CURZON RD,0,408,E2,,YYYYYYY,0:00,0:00,BL,0,0,-,0,,,,,
1358898455,BLANKPLATE,99,999,1/5/13,74,SDN,CHRYS,P,0,26490,0,20150512,26,26,26,944183,26,0,0823A,,NY,F,,100 FT S/O W 114 ST,MORNINGSIDE AVE,0,408,C,,YYYYYYY,0:00,0:00,RD,0,2002,-,0,,,,,
1358888851,E4F6408,NY,PAS,1/5/13,71,SUBN,ME/BE,P,26490,36050,36070,20140415,26,26,26,950661,26,0,1240A,,NY,O,8,MORNINGSIDE AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0,2010,-,0,,,,,
1358888838,BBF6215,NY,PAS,1/5/13,71,SUBN,CHEVR,P,26490,36170,36190,20150921,26,26,26,950661,26,0,1225A,,NY,O,59,MORNINGSIDE AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0,2004,-,0,,,,,
1359200186,AD74720,AZ,PAS,1/5/13,78,DELV,GMC,P,54070,42730,49130,0,79,79,79,948185,79,0,0425A,,K,F,12,KINGSTON,,0,408,D,,YYYYYYY,0:00,0:00,WHITE,0,0,-,0,,,,,
1360313904,EDW3715,NY,PAS,1/5/13,40,SDN,ACURA,P,31030,44330,70930,20140619,75,75,75,953687,75,0,1135P,,K,,136,CRYSTAL ST,,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,3,,,,,
1356763960,FWE9170,NY,PAS,1/5/13,71,SUBN,ROVER,P,47290,12090,12140,20131221,104,104,104,951022,104,0,0239A,,Q,F,58-94,GRAND AVE,,0,408,J3,,BBBBBBB,ALL,ALL,BLUE,0,2005,-,0,,,,,
1356763893,FWE9170,NY,PAS,1/5/13,70,SUBN,ROVER,P,47290,40404,40404,20131221,104,104,104,951022,104,0,0235A,,Q,F,58--4,GRAND AVE,,0,408,J6,,YYYYYYY,0:00,0:00,BLUE,0,2005,-,0,,,,,
1321964572,FJX3661,NY,PAS,1/5/13,46,VAN,TOYOT,S,36480,44430,13980,20150407,67,67,0,533721,KN17,0,0430A,,K,F,965,E 37 ST,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,1994,-,0,,,,,
1364889791,EKE8775,NY,PAS,1/5/13,46,SDN,NISSA,P,10880,6080,6180,20141015,68,68,68,950769,68,0,0832A,,NY,,1053,86TH ST,,0,408,E2,,BBBBBBB,ALL,0  :A,GY,0,2006,-,0,,,,,
1364889572,FGE1232,NY,PAS,1/5/13,40,SUBN,TOYOT,P,10180,5580,5680,20141207,68,68,68,953262,68,0,0320P,,K,F,509,72ND STREET,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1364859725,ETP4008,NY,PAS,1/5/13,46,SUBN,NISSA,P,0,40404,40404,20131212,71,71,71,952710,71,0,0646P,,K,F,1730,CARROLL,,0,408,M2,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,
1364675614,847EAW,FL,PAS,1/5/13,46,SUBN,DODGE,P,15780,16580,16630,0,62,62,62,950395,62,0,0322A,,K,F,2032,BATH AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1364674828,GBL6656,NY,PAS,1/5/13,14,SUBN,HONDA,P,10480,17330,7430,20140801,62,62,62,945590,62,0,0255A,,K,,2218,78 ST,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2012,-,0,,,,,
1364604425,6356GB,SC,PAS,1/5/13,40,SDN,FORD,P,36120,63820,71620,0,50,50,50,944508,50,0,0737P,,BX,F,3985,GOUVERNEUR AV,,0,408,E5,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1364351407,GJX6241,NY,PAS,1/5/13,67,SDN,FORD,P,0,0,0,20151231,66,66,66,932456,66,0,1130A,,K,,,C/O 59 ST,105AVE,0,408,F1,,YYYYYYY,0:00,0:00,GY,0,2013,-,0,,,,,
1364322160,T639450C,NY,SRF,1/5/13,19,SDN,LINCO,P,14890,28990,59990,20140731,112,112,112,932426,112,0,0440A,,Q,F,107-60,71 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2004,-,0,,,,,
1362930842,T471049C,NY,COM,1/5/13,46,SDN,LINCO,P,9340,5890,6740,20311231,114,114,114,941698,114,0,0913P,,Q,F,1313,40TH AVE,,0,408,F2,,YYYYYYY,0:00,0:00,BLCK,0,2005,-,0,,,,,
1362919329,GKB2597,NY,PAS,1/5/13,40,SUBN,LEXUS,P,8580,6280,6380,20150821,66,66,66,952220,66,0,1212A,,K,F,1232,40 ST,,0,408,F4,,YYYYYYY,0:00,0:00,BLK,0,2012,-,0,,,,,
1362633641,GCM9618,NY,PAS,1/5/13,71,SDN,ACURA,P,56350,12550,36920,20141202,45,45,45,921497,45,0,0538P,,BX,F,1467,OUTLOOK AVE,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,2011,-,0,,,,,
1362633630,GCM9618,NY,PAS,1/5/13,14,SDN,ACURA,P,56350,12550,36920,20141202,45,45,45,921497,45,0,0536P,,BX,F,1467,OUTLOOK AVE,,0,408,J6,,BBBBBBB,ALL,ALL,WH,0,2011,-,0,,,,,
1362428036,GGJ8680,NY,PAS,1/5/13,98,SDN,TOYOT,P,12940,56490,15590,20150630,104,104,104,943370,104,0,0548A,,Q,F,72-19,62 ST,,0,408,C4,,YYYYYYY,0:00,0:00,BLK,0,0,-,0,,,,,
1362395249,6DE8563,NY,PAS,1/5/13,71,SDN,VOLKS,P,45190,12540,12740,20141226,104,104,104,949125,104,0,0940A,,Q,O,6092,FLUSHING AVE,,0,408,J6,,YYYYYYY,0:00,0:00,BLACK,0,2002,-,0,,,,,
1362527208,DXZ4380,NY,PAS,1/5/13,71,SUBN,HONDA,P,27600,36420,70720,20150329,52,52,52,948767,52,0,0924A,,BX,F,201,E 198TH STREET,,0,408,J6,,YYYYYYY,0:00,0:00,GRAY,0,1997,-,0,,,,,
1362345209,HYB8775,99,PAS,1/5/13,40,SDN,HONDA,P,36610,10610,10810,0,32,32,162,953043,162,0,0201P,,NY,F,233-299,W 142 ST,,0,408,F2,,YYYYYYY,0:00,0:00,WHITE,0,0,-,0,,,,,
1362328923,N754364,IL,PAS,1/5/13,19,SDN,BMW,P,24690,36190,36210,0,28,28,28,951381,28,0,0223A,,NY,F,227,LENOX AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GR,0,0,-,0,,,,,
1361402404,FYW5243,NY,PAS,1/5/13,40,SDN,HONDA,P,17230,30630,77030,20150223,60,60,60,950444,60,0,0958A,,K,F,208,BAY 49TH,,0,408,J3,,BBBBBBB,ALL,ALL,GREEN,0,2004,-,2,,,,,
1361365183,GGL3054,NY,PAS,1/5/13,46,SDN,BMW,P,0,0,0,20150501,34,34,162,954153,162,0,0824P,,NY,F,117,DEEKMAN,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
1360568633,EXT4237,NY,PAS,1/5/13,85,SDN,TOYOT,P,0,40404,40404,20140308,52,52,52,930665,52,0,1030A,,BX,F,212,E MOSHPKWY S,,0,408,J2,,YYYYYYY,0:00,0:00,BLACK,0,2007,-,0,,,,,
